City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Port Macquarie,AU,-31.4333,152.9167,68.9,54,91,5.66,overcast clouds
701,Marawi,PH,7.9986,124.2928,69.6,95,100,1.63,overcast clouds
702,Saint George,US,37.1041,-113.5841,79.95,17,0,13.8,clear sky
703,Claresholm,CA,50.0333,-113.5852,46.31,46,100,14.97,overcast clouds
704,Diamantino,BR,-14.4086,-56.4461,72.09,91,36,2.98,scattered clouds
705,Ozernovskiy,RU,51.5,156.5167,28.87,70,100,27.31,light snow
706,Coahuayana,MX,18.7333,-103.6833,82.6,49,94,7.63,overcast clouds
707,Yingkou,CN,40.6648,122.2283,44.4,59,0,14.34,clear sky
708,Milton,US,34.1322,-84.3007,67.55,43,54,1.86,broken clouds
709,Banikoara,BJ,11.2985,2.4386,89.56,22,86,1.9,overcast clouds
710,Pangkalanbuun,ID,-2.6833,111.6167,74.73,96,95,2.37,overcast clouds
711,Galesong,ID,-5.3166,119.3661,77.02,79,100,3.56,overcast clouds
712,Shizukuishi,JP,39.6833,140.9833,34.57,70,4,1.9,clear sky
713,Trincomalee,LK,8.5711,81.2335,78.51,84,97,4.99,overcast clouds
714,Inverell,AU,-29.7833,151.1167,69.15,65,88,1.01,overcast clouds
715,Hare Bay,CA,48.8499,-54.0148,34.95,78,100,14.65,overcast clouds
716,Kanniyakumari,IN,8.0833,77.5667,80.83,79,43,8.86,scattered clouds
717,Scalea,IT,39.813,15.7956,50.16,67,91,25.03,overcast clouds
718,Brewster,US,41.3973,-73.6171,51.08,46,31,1.7,scattered clouds
719,Portales,US,34.1862,-103.3344,78.33,15,0,17.69,clear sky
720,Haicheng,CN,40.8516,122.7475,46.18,37,0,8.21,clear sky
721,Palembang,ID,-2.9167,104.7458,75.29,94,40,0.0,haze
722,Dicabisagan,PH,17.0818,122.4157,76.64,80,98,2.71,overcast clouds
723,Gemena,CD,3.25,19.7667,71.69,94,100,6.51,overcast clouds
724,Surt,LY,31.2089,16.5887,66.43,47,0,13.09,clear sky
725,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,83,46,6.13,scattered clouds
726,Zheleznodorozhnyy,RU,55.7503,38.0042,30.72,97,100,11.65,snow
727,Kungurtug,RU,50.5994,97.5228,17.74,87,43,2.86,scattered clouds
728,Barcelos,PT,41.5388,-8.6151,51.85,64,0,6.8,clear sky
729,Mildura,AU,-34.2,142.15,64.36,63,100,6.91,overcast clouds
730,Fairfield,US,41.2668,-73.3162,50.76,50,0,9.22,clear sky
731,Inirida,CO,3.8653,-67.9239,77.23,89,44,2.35,scattered clouds
732,Apollonia,GR,36.9716,24.7231,58.59,78,0,26.46,clear sky
733,Lorengau,PG,-2.0226,147.2712,80.24,81,100,3.78,overcast clouds
734,Kaarst,DE,51.2333,6.6167,38.01,71,100,10.0,overcast clouds
735,Atambua,ID,-9.1061,124.8925,73.33,76,36,2.13,scattered clouds
736,Purna,IN,19.1833,77.05,84.58,27,14,4.47,few clouds
